49.4878	82.1835	56.477	20	20
67.0328	80.5808	47.008	40	20
84.565	79.5808	37.4466	60	20
102.057	79.3083	27.769	80	20
119.446	79.9174	17.968	100	20
136.707	81.4564	8.05112	120	20
153.823	83.9015	-1.9726	140	20
170.78	87.145	-12.0693	160	20
187.607	90.9507	-22.2144	180	20
39.9416	80.7675	38.9649	20	40
57.426	78.126	29.633	40	40
74.9709	76.4732	20.173	60	40
92.4921	75.7106	10.5767	80	40
109.92	76.0782	0.806974	100	40
127.179	77.7029	-9.1279	120	40
144.214	80.554	-19.1947	140	40
161.053	84.2953	-29.3276	160	40
177.741	88.6379	-39.4685	180	40
30.6931	81.3763	21.2683	20	60
47.9158	77.0817	12.0794	40	60
65.371	74.131	2.78314	60	60
82.9078	72.4099	-6.66695	80	60
100.393	72.239	-16.3541	100	60
117.622	74.0929	-26.3234	120	60
134.499	77.6399	-36.4408	140	60
151.14	82.1529	-46.5753	160	60
167.646	87.1851	-56.6868	180	60
21.8337	83.5895	3.48947	20	80
40.3307	82.9501	-0.120261	40	80
59.0994	85.8616	-6.32621	60	80
77.22	88.0552	-14.4935	80	80
94.7178	89.5092	-24.0941	100	80
111.443	90.0989	-35.0566	120	80
127.412	89.9136	-47.072	140	80
142.741	89.1151	-59.8763	160	80
157.128	87.5254	-73.6555	180	80
17.2652	99.1535	2.22358	20	100
35.8651	101.897	-4.58386	40	100
54.0431	104.16	-12.6112	60	100
71.7879	105.903	-21.7234	80	100
88.9727	106.989	-31.9599	100	100
105.39	107.253	-43.3746	120	100
121.215	106.925	-55.5688	140	100
136.587	106.168	-68.3179	160	100
151.479	104.977	-81.6032	180	100
12.6307	117.932	-2.84151	20	120
30.8254	120.216	-10.8323	40	120
48.7228	122.143	-19.5895	60	120
66.2044	123.569	-29.2797	80	120
83.0835	124.311	-40.0534	100	120
99.2724	124.347	-51.7653	120	120
115.018	123.937	-64.0656	140	120
130.395	123.189	-76.7988	160	120
145.448	122.142	-89.9091	180	120
7.60765	136.271	-9.05339	20	140
25.5885	138.3	-17.596	40	140
43.2541	139.945	-26.9169	60	140
60.5044	141.096	-37.0779	80	140
77.1034	141.538	-48.2774	100	140
93.1256	141.405	-60.2069	120	140
108.807	140.949	-72.555	140	140
124.204	140.211	-85.2797	160	140
139.318	139.213	-98.327	180	140
2.41769	154.411	-15.7126	20	160
20.1931	156.194	-24.7447	40	160
37.691	157.63	-34.4653	60	160
54.7021	158.505	-45.0821	80	160
71.0387	158.683	-56.602	100	160
86.9787	158.462	-68.6486	120	160
102.596	157.951	-81.0623	140	160
118.012	157.232	-93.7606	160	160
133.179	156.284	-106.748	180	160
-2.881	172.418	-22.6581	20	180
14.7204	173.987	-32.1104	40	180
32.0187	175.182	-42.2434	60	180
48.7638	175.772	-53.2417	80	180
64.9359	175.782	-64.9919	100	180
80.7939	175.502	-77.0937	120	180
96.3848	174.952	-89.5696	140	180
111.82	174.254	-102.241	160	180
127.036	173.339	-115.188	180	180
