X.x,X.y,X.z,T.x,T.y,T.z,N.x,N.y,N.z,B.x,B.y,B.z,kv,tr,X2d.x,X2d.y,T2d.x,T2d.y,N2d.x,N2d.y,k2d,alpha,da,cosa,sina,tana,betaR,betaL,cosbR,cosbL,sinbR,sinbL,RulR.x,RulR.y,RulR.z,RulL.x,RulL.y,RulL.z,RulR2d.x,RulR2d.y,RulL2d.x,RulL2d.y
10.15625,89.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15625,89.0625,0.0,0.0,0.0,0.0,0.0,1.570796,0.0,3.2679489653813835e-07,0.9999999999999466,3060023.306952844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.581187593920239,86.73442627051647,0.0,0.9048411843570031,-0.42574780327688844,0.0011131470342688632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.581187593920239,86.73442627051647,0.8859520273066153,-0.4637768917392267,0.0,0.0,0.0,1.5246883021252757,-0.00917578173173208,0.04609168918076736,0.9989372133364857,21.672827164540358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.19568228902377,84.80924704638154,0.011120423581461328,0.9392677103424728,-0.34315675844960813,0.00442802872235343,0.34284780546984417,0.9381075260796704,0.04908820425715949,-0.020998917232186012,-0.04458882764661907,0.9987847024880667,0.017823952344283165,0.0,19.01575118972773,84.42474107232626,0.8888006397699387,-0.4582940352487119,0.45653397469794355,0.8897059794935052,0.0016315746626628495,1.4790381826826793,-0.009038508202093754,0.09162943781907079,0.9957931743715465,10.867611960446759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.96434685380419,83.30633598253651,0.04423541685898397,0.9659502138173688,-0.2585399648903142,0.009862605167729351,0.25769807389354327,0.9634965406967754,0.07256802861388074,-0.02826432560447413,-0.06755553813588323,0.9973150841962111,0.017652307308447097,0.004789827079745774,23.469119173602962,82.15152449659155,0.8934007199642345,-0.44926067440561435,0.44759896012656913,0.8942344048925952,0.0023992103511204445,1.4343032201043382,-0.008809718986029913,0.13606968183930956,0.9906992690439158,7.280822999306153,0.9098362215732174,-1.344857062786638,0.6138750449372932,-0.22402185260326132,0.7894032107885273,0.9745841213339168,0.5432071880305498,-0.31504781635003765,0.7782485620192406,-0.20951337348582624,0.12046489336087826,0.9703568188033415,0.19378858825824347,-0.9810433135498537,0.23770103521200325,0.9713383642475685
28.845876008853665,82.22633882831755,0.10965143386474958,0.9847573662741101,-0.1730773881795563,0.017237960140957482,0.171405845027924,0.980596645953608,0.09513282417124833,-0.033368835139659436,-0.09072808537626816,0.9953165000970188,0.017403130455768724,0.004711594888306869,27.94959574566966,79.93221611622585,0.8995394803528028,-0.4368394708432484,0.43531819612408446,0.9002766619896758,0.003109062097265487,1.3909409928223802,-0.008489414083540491,0.17888724279423157,0.9838695819901526,5.4999426824520254,0.9140036671571008,-1.3536395203540534,0.6105799287739958,-0.21545407942059516,0.7919546392176401,0.9765139731007558,0.5510236164335329,-0.3153122672552093,0.7726261374370467,-0.21429308915320275,0.1214217595454375,0.9691930809957671,0.2032837063155219,-0.9791198776179681,0.2327703966384786,0.9725317179654168
33.802412722587526,81.57723315617238,0.2164485864358196,0.9957801966363912,-0.08788545135011527,0.02641869466450878,0.0852253349410826,0.9895281251798763,0.11649348377561448,-0.036380141206982256,-0.11375041649979022,0.992843053091416,0.017066111405986188,0.004629443287585962,32.46423883658542,77.7832634034733,0.9069350330024283,-0.4212705139371664,0.4199331193428857,0.9075550535801967,0.003741889882091854,1.3494090792689333,-0.008077593494625534,0.21958322398223504,0.9755937718874427,4.442934001034484,0.918898017407977,-1.3665821233629123,0.6066965277579294,-0.20279775437350003,0.7949335338293837,0.9792206446052216,0.5611041158152168,-0.3142956290976851,0.7657548098088016,-0.21838084828320212,0.12192870661671917,0.9682165024445116,0.215352277082404,-0.9765364287907663,0.22859239615517649,0.9735222218419234
38.794695021695254,81.3482771312707,0.37360005692488024,0.9993020168812802,-0.0042034159427921354,0.037118867862818296,0.00029493697109391116,0.9906213112231093,0.13663575945846304,-0.03734510548379102,-0.1365295409902038,0.9899318297405174,0.016631554049885727,0.004552705656354332,37.018544111896645,75.71969768867952,0.915252915257047,-0.40287976011891774,0.40177162214598516,0.9157398995556455,0.0042786917456334676,1.3101650578761248,-0.007575210495430839,0.2576905525848905,0.9662274986298485,3.7495650847019157,0.9242944285093175,-1.3848830458972992,0.6023979265717485,-0.18484415359126505,0.7981959271144262,0.9827678458736471,0.5732002132227771,-0.3116339217739352,0.7578428691761635,-0.22011489869059792,0.12201332648878276,0.9678130912183248,0.2297694747958362,-0.9732450813911394,0.2267581235555338,0.973951104214977
43.786625947615725,81.53523604184923,0.5873101329486925,0.9958292492381517,0.07687026745564284,0.049143344850314914,-0.08219089249721481,0.9844172518728586,0.15545845556160673,-0.036427462469358664,-0.15884938271044705,0.9866305861823631,0.01610019958849463,0.004477427934826895,41.6162372163532,73.7546994400206,0.9241256022354862,-0.3820888264434068,0.38122895542009216,0.9244806561249972,0.004706726429116438,1.2736569743146249,-0.00700514371345542,0.29278612026549333,0.9561779582169211,3.2657899129571972,0.9299370007465096,-1.4080540911190782,0.59788448255875,-0.16202481407323902,0.8015822761984297,0.9867866839517709,0.5868809713350452,-0.3068894805402761,0.7492593491032017,-0.21948137631308196,0.12208746321235159,0.9679476105544598,0.24624472630136413,-0.969207684022762,0.22730888713858843,0.9738227096488439
48.74499067783948,82.11636251230937,0.8646388682136462,0.9860691191456635,0.15428972639231198,0.06214798948542821,-0.16141461078450964,0.9716082693854188,0.17298177443637447,-0.03369422744837736,-0.18060378095153534,0.9829786230344314,0.015510540029977784,0.004407684677708283,46.25915284681805,71.89907705160608,0.933196319257249,-0.35936698474501344,0.3587223459662061,0.9334443092678328,0.005030827335415054,1.2401136207415706,-0.0064112438514057676,0.32468882166311747,0.9458208969392758,2.9130072667565288,0.9353582891538018,-1.4350626138522018,0.593530109142818,-0.13531731184644066,0.8048117851652736,0.9908023138419961,0.6019326656098309,-0.29986513682214966,0.7401067259459793,-0.21694938915030457,0.12245094612317149,0.9684723683930532,0.26465732869833514,-0.9643425212891223,0.2297840226568969,0.9732416467309725
53.63979857776031,83.07695688036243,1.2083161629792067,0.9707929714181875,0.22757195701324262,0.07597375221883465,-0.2367315035493472,0.9529709214092219,0.189221082799259,-0.029339394448897712,-0.20168008345409139,0.9790119222314521,0.014928058518128931,0.004338969899578961,50.947456090648586,70.16131622402133,0.9421723040745963,-0.33512885497188444,0.33463663464720295,0.9423472410698693,0.005273362172931771,1.2095445358005672,-0.005816389536780919,0.3534455041812011,0.9354551168143218,2.6466742559971608,0.9420310214982759,-1.465390406494468,0.5881466418440623,-0.10521084490303534,0.8087543061323088,0.9944499374602974,0.6165896938173473,-0.291213268702561,0.7314451323303752,-0.2126498425424292,0.12340179992200799,0.9693049263480965,0.283098572112255,-0.9590908186756884,0.23414212471200374,0.9722023788467853
