37.3894	62.4363	56.0215	20	20
56.4147	63.0749	49.886	40	20
75.4178	64.472	43.8195	60	20
94.3393	66.8652	37.8285	80	20
113.048	70.6217	31.9409	100	20
131.367	76.1054	26.209	120	20
148.929	83.9006	20.7688	140	20
165.302	94.2821	15.8391	160	20
180.741	106.157	11.347	180	20
31.2386	65.3323	37.2091	20	40
50.2422	65.1423	30.9718	40	40
69.2659	65.7242	24.8295	60	40
88.2532	67.3473	18.783	80	40
107.026	70.781	12.8697	100	40
125.29	76.4757	7.1565	120	40
142.609	84.8876	1.81526	140	40
158.705	95.7317	-2.98762	160	40
173.854	108.018	-7.33544	180	40
25.327	70.5902	18.8611	20	60
44.1785	69.1413	12.3452	40	60
63.1068	68.1881	5.96176	60	60
82.1171	68.3735	-0.227031	80	60
101.004	70.9403	-6.20148	100	60
119.18	76.9627	-11.8847	120	60
136.22	85.9972	-17.1044	140	60
152.014	97.3204	-21.7696	160	60
166.779	110.126	-25.9213	180	60
20.7713	81.4123	2.82726	20	80
39.6041	79.5457	3.50294	40	80
59.3385	81.0131	5.82052	60	80
78.9035	84.6706	4.16073	80	80
97.7621	89.4039	-0.526126	100	80
115.466	94.826	-8.06154	120	80
131.662	100.673	-18.1854	140	80
146.304	106.704	-30.379	160	80
159.354	112.742	-44.2602	180	80
17.4396	95.4189	11.0457	20	100
36.9604	95.7407	14.8916	40	100
56.6529	98.9757	14.1753	60	100
75.9184	103.255	10.9307	80	100
94.4724	108.255	5.30672	100	100
111.811	113.816	-2.94707	120	100
127.627	119.72	-13.6044	140	100
141.949	125.773	-26.1881	160	100
154.878	131.809	-40.2088	180	100
14.5804	110.622	23.7031	20	120
34.339	113.419	23.8427	40	120
53.8218	117.334	21.5942	60	120
72.831	121.959	17.3238	80	120
91.095	127.156	10.9284	100	120
108.061	132.825	2.02322	120	120
123.509	138.775	-9.12912	140	120
137.553	144.837	-22.0397	160	120
150.402	150.876	-36.1574	180	120
11.9912	127.954	33.2924	20	140
31.5886	131.592	31.7235	40	140
50.8564	135.88	28.4707	60	140
69.6777	140.737	23.4788	80	140
87.6298	146.092	16.3706	100	140
104.216	151.846	6.86642	120	140
119.322	157.837	-4.74451	140	140
133.147	163.914	-17.9243	160	140
145.927	169.943	-32.106	180	140
9.29289	145.977	41.5225	20	160
28.7368	149.998	39.025	40	160
47.8029	154.555	34.9691	60	160
66.4087	159.562	29.3863	80	160
84.0719	165.052	21.6485	100	160
100.279	170.876	11.5914	120	160
115.081	176.897	-0.417923	140	160
128.7	182.979	-13.835	160	160
141.451	189.01	-28.0546	180	160
6.50221	164.247	49.1684	20	180
25.7714	168.543	45.9015	40	180
44.7078	173.292	41.2831	60	180
63.0908	178.453	35.0954	80	180
80.4197	184.042	26.7659	100	180
96.2553	189.917	16.198	120	180
110.772	195.972	3.80705	140	180
124.252	202.045	-9.74567	160	180
136.975	208.077	-24.0032	180	180
