63.4747	127.224	-3.93106	20	20
76.6653	113.366	-9.75987	40	20
89.7778	99.515	-15.8008	60	20
102.662	85.6927	-22.3541	80	20
115.22	71.9226	-29.6281	100	20
127.185	58.3265	-38.1119	120	20
137.94	45.4814	-48.8968	140	20
146.97	34.2797	-62.7725	160	20
155.44	23.7992	-77.5564	180	20
50.2227	112.841	0.269979	20	40
63.5508	98.9687	-5.20856	40	40
76.7414	85.1112	-11.0374	60	40
89.627	71.287	-17.6044	80	40
101.932	57.5859	-25.3937	100	40
113.069	44.432	-35.4765	120	40
122.47	32.8121	-48.7173	140	40
130.97	22.2929	-63.4511	160	40
139.088	12.3392	-78.7847	180	40
36.7237	98.4966	3.72018	20	60
50.2385	84.5939	-1.18431	40	60
63.6269	70.7134	-6.48605	60	60
76.5494	56.8937	-12.9344	80	60
88.0571	43.5316	-22.302	100	60
97.9107	31.4155	-34.7601	120	60
106.502	20.779	-49.3406	140	60
114.391	11.2272	-65.0401	160	60
122.084	2.0722	-81.0705	180	60
22.455	85.0015	2.66463	20	80
38.9861	78.6276	-4.64537	40	80
54.2957	71.6957	-15.4411	60	80
68.1433	62.7507	-26.7505	80	80
80.8618	52.453	-38.2381	100	80
92.0374	40.6385	-49.875	120	80
100.903	27.1768	-61.6884	140	80
106.766	12.406	-73.7776	160	80
104.858	-0.629	-87.8373	180	80
17.0643	95.7796	-9.67781	20	100
32.3316	88.7759	-20.5247	40	100
46.6751	80.4797	-31.7134	60	100
60.3668	71.3348	-43.055	80	100
73.3407	61.3232	-54.5124	100	100
85.4112	50.3316	-66.0736	120	100
95.9916	38.017	-77.7586	140	100
104.596	24.3893	-89.5917	160	100
110.963	9.75964	-101.624	180	100
10.3674	105.856	-25.6083	20	120
24.9539	97.8881	-36.7272	40	120
39.028	89.227	-47.9925	60	120
52.5902	79.9189	-59.3596	80	120
65.6889	70.0538	-70.801	100	120
78.1952	59.509	-82.3187	120	120
89.7552	48.0278	-93.9272	140	120
99.892	35.3466	-105.645	160	120
108.288	21.6017	-117.495	180	120
3.05295	115.052	-41.7926	20	140
17.3068	106.635	-53.0062	40	140
31.2847	97.8577	-64.2863	60	140
44.8136	88.503	-75.6641	80	140
57.9552	78.6897	-87.0986	100	140
70.6724	68.3853	-98.5919	120	140
82.7865	57.4375	-110.151	140	140
93.9119	45.545	-121.796	160	140
103.705	32.6284	-133.539	180	140
-4.41438	124.044	-58.02	20	160
9.65968	115.383	-69.2853	40	160
23.5081	106.442	-80.5908	60	160
37.0371	97.0871	-91.9687	80	160
50.2214	87.3256	-103.396	100	160
63.1202	77.2192	-114.868	120	160
75.5286	66.5649	-126.399	140	160
87.2322	55.2049	-137.997	160	160
98.0393	43.0275	-149.666	180	160
-12.0615	132.791	-74.2991	20	180
2.01258	124.13	-85.5643	40	180
15.7315	115.026	-96.8954	60	180
29.2605	105.671	-108.273	80	180
42.4877	95.9615	-119.694	100	180
55.4759	85.9638	-131.155	120	180
68.0041	75.4473	-142.671	140	180
80.12	64.4935	-154.232	160	180
91.5762	52.9012	-165.85	180	180
