59.6758	129.529	-8.52493	20	20
73.1768	116.345	-15.152	40	20
85.6899	103.154	-23.5749	60	20
96.982	90.1163	-33.556	80	20
105.552	77.8998	-46.6504	100	20
111.044	67.5165	-62.6458	120	20
114.281	59.4495	-80.4976	140	20
116.145	53.6932	-99.4308	160	20
117.282	50.0502	-118.975	180	20
48.0411	114.492	-2.31591	20	40
61.5422	101.309	-8.94299	40	40
74.4896	88.1311	-16.5837	60	40
85.5217	75.1371	-26.9014	80	40
91.8113	64.1703	-42.179	100	40
94.6957	56.6179	-60.2978	120	40
95.78	53.0045	-79.8734	140	40
96.6878	52.2012	-99.796	160	40
98.27	53.7247	-119.643	180	40
35.767	99.4121	2.58037	20	60
49.8217	86.2545	-2.83656	40	60
63.2893	73.1085	-9.59237	60	60
72.578	60.8241	-21.7123	80	60
74.291	56.348	-40.7944	100	60
76.3433	58.6625	-60.5244	120	60
79.8372	62.3545	-79.8627	140	60
83.9819	66.3351	-99.018	160	60
88.4898	70.4045	-118.073	180	60
22.4207	85.0007	2.81433	20	80
39.6829	80.6555	-3.45463	40	80
57.1958	79.0922	-12.9098	60	80
73.4356	76.2537	-24.231	80	80
85.1983	72.1058	-39.6856	100	80
91.0259	69.9107	-58.5108	120	80
92.6888	71.7026	-78.2557	140	80
92.6219	76.4239	-97.6449	160	80
93.3964	88.4282	-112.839	180	80
18.1977	99.0296	-4.20274	20	100
36.1934	98.0183	-12.7475	40	100
53.6003	96.3494	-22.3575	60	100
70.6106	94.2227	-32.6493	80	100
86.9522	91.3704	-43.9487	100	100
100.406	87.1786	-58.1662	120	100
107.642	84.1628	-76.3957	140	100
110.552	84.7481	-95.8772	160	100
111.129	88.1218	-115.54	180	100
14.7977	116.512	-13.2037	20	120
32.7039	115.381	-22.0403	40	120
50.0048	113.607	-31.8052	60	120
67.1795	111.675	-41.8699	80	120
83.9298	109.275	-52.5498	100	120
100.314	106.604	-63.7042	120	120
115.287	102.427	-76.796	140	120
123.51	98.8259	-94.6135	160	120
128.264	97.9693	-113.513	180	120
11.3082	133.875	-22.4965	20	140
29.2145	132.744	-31.3332	40	140
46.4092	130.864	-41.2529	60	140
63.584	128.932	-51.3176	80	140
80.7587	127.001	-61.3822	100	140
97.2489	124.327	-72.4504	120	140
113.633	121.656	-83.6047	140	140
129.659	117.926	-95.6586	160	140
139.175	113.726	-112.851	180	140
7.81874	151.237	-31.7894	20	160
25.639	150.053	-40.636	40	160
42.8137	148.121	-50.7006	60	160
59.9885	146.19	-60.7652	80	160
77.1632	144.258	-70.8299	100	160
94.1838	142.05	-81.1966	120	160
110.568	139.379	-92.3509	140	160
126.952	136.708	-103.505	160	160
142.965	133.391	-115.341	180	160
4.32928	168.6	-41.0822	20	180
22.0434	167.31	-50.0837	40	180
39.2182	165.379	-60.1483	60	180
56.3929	163.447	-70.2129	80	180
73.5677	161.515	-80.2776	100	180
90.7424	159.584	-90.3422	120	180
107.503	157.102	-101.097	140	180
123.887	154.431	-112.251	160	180
140.272	151.76	-123.406	180	180
